FEATURE_NAME	STATE_ALPHA	PRIM_LAT_DEC	PRIM_LONG_DEC		
South Bend	WA	46.6631549	-123.8046063		
Haro Strait	WA	48.6906549	-123.2435263		
Wawawai (historical)	WA	46.6365482	-117.3793456		
Yoman	WA	47.1864854	-122.706242		
Ridgefield National Wildlife Refuge	WA	45.8087261	-122.7584345		
Saddle Mountain National Wildlife Refuge	WA	46.6884686	-119.627532		
Harstine Island	WA	47.2317623	-122.8862524		
Kitsap Lake	WA	47.5725942	-122.7043104		
Lenore Lake	WA	47.501808	-119.5133707		
Ayer	WA	46.5962541	-118.3483072		
Alderdale	WA	45.8348539	-119.9208683		
Alderton	WA	47.1695456	-122.2292845		
Almota	WA	46.7029373	-117.4693525		
Alstown	WA	47.5609642	-119.9950603		
Ariel	WA	45.9567789	-122.5709345		
Badger	WA	46.2001343	-119.3594642		
Beaver Valley	WA	47.9259242	-122.7301618		
Belvedere	WA	48.0498761	-118.9850234		
Big Lake	WA	48.4028827	-122.2412653		
Boistfort	WA	46.5351036	-123.1337445		
Brooklyn	WA	46.776211	-123.5098812		
Brownsville	WA	47.6556509	-122.6165308		
Camden	WA	48.0473986	-117.2399348		
Cedar Grove	WA	47.4356565	-122.0620622		
Cedar Mountain	WA	47.4481565	-122.0731737		
Cedarhurst	WA	47.4820424	-122.4792959		
Cedonia	WA	48.1537774	-118.1691528		
Christopher	WA	47.3339893	-122.2320647		
Coalfield	WA	47.5026006	-122.1217869		
Colvos	WA	47.4762091	-122.490685		
Covada	WA	48.2204454	-118.2088794		
Covington	WA	47.358182	-122.122155		
Cromwell	WA	47.2742638	-122.6223514		
Deep Creek	WA	47.6429426	-117.7121653		
Dieringer	WA	47.2406564	-122.225119		
Doris	WA	46.8676312	-120.0097746		
Enetai	WA	47.5848181	-122.5987489		
Espanola	WA	47.6032193	-117.7416087		
Ewan	WA	47.1168308	-117.7349302		
Farmer	WA	47.6126369	-119.8119972		
Fragaria	WA	47.4639863	-122.5312419		
Fruitland	WA	48.0709969	-118.1988742		
Goodnoe Hills	WA	45.7512379	-120.4803299		
Grapeview	WA	47.3317616	-122.8351404		
Hood	WA	45.724841	-121.5581291		
Hooper	WA	46.7748723	-118.1485714		
Inglewood	WA	47.6223223	-122.0681769		
Irby	WA	47.3593127	-118.8511133		
Keller	WA	48.078769	-118.6850125		
Kewa	WA	48.2009994	-118.2786052		
Koontzville	WA	48.0157092	-118.9472435		
Kummer	WA	47.2867675	-122.0212248		
Lakota	WA	47.3328772	-122.3723459		
Lamona	WA	47.3593159	-118.4824843		
Lancaster	WA	47.0309979	-117.6643694		
Larimers Corner	WA	47.891764	-122.1445742		
Lisabeula	WA	47.4073201	-122.517629		
Long Lake	WA	47.8359977	-117.8488483		
Mabana	WA	48.0945402	-122.415149		
Manzanita	WA	47.6762073	-122.5595823		
Marys Corner	WA	46.5470507	-122.8226186		
McDonald	WA	47.0712534	-119.2155733		
Megler	WA	46.2509379	-123.8576454		
Midvale Corner	WA	47.9925935	-122.4176438		
Midway	WA	47.3048196	-122.5895734		
Mohler	WA	47.4048746	-118.3291435		
Mondovi	WA	47.6812693	-118.0163558		
Monohon	WA	47.5798226	-122.0748429		
Nemah	WA	46.512045	-123.8859931		
Newaukum	WA	47.2573231	-122.1017822		
Nordland	WA	48.0509255	-122.6909961		
Novelty	WA	47.7089888	-121.9845662		
Paterson	WA	45.9370774	-119.6028038		
Port Blakely	WA	47.5973195	-122.5101324		
Ralston	WA	46.9837612	-118.3427485		
Revere	WA	47.0812698	-117.930222		
Richardson	WA	48.4514887	-122.8987881		
Roosevelt	WA	47.892321	-122.0123487		
Rosburg	WA	46.33094	-123.6384763		
Sawyer	WA	46.456517	-120.3614474		
Schrag	WA	47.0731992	-118.8541672		
Shore Acres	WA	47.3103754	-122.5715175		
Shore Acres	WA	47.3548209	-122.4481814		
Smyrna	WA	46.8393024	-119.6622581		
South Snohomish	WA	47.8989866	-122.1090181		
Strandell	WA	48.9120609	-122.3582153		
Stratford	WA	47.4270862	-119.4216988		
Tahlequah	WA	47.3325983	-122.5073492		
Urban	WA	48.6178828	-122.6921221		
Vantage	WA	46.9454095	-119.9872748		
Vashon Heights	WA	47.5056535	-122.4654071		
Waldron	WA	48.6876027	-123.0368533		
Waukon	WA	47.539605	-117.8432805		
Wheeler	WA	47.1306981	-119.1719606		
Winchester	WA	47.2490239	-119.7197677		
Wollochet	WA	47.2687088	-122.5840168		
Wymer	WA	46.82596	-120.4597884		
Emden	WA	47.1045993	-118.1227359		
Marcellus	WA	47.2334833	-118.4052563		
Marengo	WA	47.0257089	-118.1885722		
Wilma (historical)	WA	46.6815521	-117.1493356		
Willapa National Wildlife Refuge	WA	46.6331521	-124.0512783		
Tulalip Reservation	WA	48.077661	-122.27071		
Spokane Reservation	WA	47.928299	-118.042084		
Makah Indian Reservation	WA	48.322146	-124.63252		
Lummi Reservation	WA	48.766442	-122.638964		
Hanford	WA	46.5837479	-119.3877995		
Quileute Reservation	WA	47.907641	-124.626514		
Montesano	WA	46.9812063	-123.6026629		
Nine Mile Falls	WA	47.7757227	-117.5460571		
Sunrise Beach	WA	47.3234293	-122.6979109		
Fairmont	WA	47.9020405	-122.2542998		
Aberdeen	WA	46.9753708	-123.8157218		
Ahtanum	WA	46.5595702	-120.6220123		
Albion	WA	46.7909974	-117.2504529		
Algona	WA	47.2789896	-122.2520647		
Allentown	WA	47.4942659	-122.2762343		
Amber	WA	47.3518317	-117.7115986		
Anacortes	WA	48.5126045	-122.6126718		
Annapolis	WA	47.5475957	-122.6206931		
Arletta	WA	47.2900966	-122.6676311		
Auburn	WA	47.3073228	-122.2284532		
Bangor	WA	47.7209265	-122.7459904		
Bay Center	WA	46.631487	-123.9548872		
Beaux Arts Village	WA	47.585326	-122.198321		
Bellevue	WA	47.610377	-122.2006786		
Bellingham	WA	48.7595529	-122.4882249		
Benge	WA	46.9093198	-118.1024557		
Bethel	WA	47.4939846	-122.6312469		
Blaine	WA	48.9937231	-122.7471191		
Blockhouse	WA	45.8395676	-120.9375678		
Bonney Lake	WA	47.1770457	-122.1865056		
Boston Harbor	WA	47.1384293	-122.9009743		
Bothell	WA	47.7623204	-122.2054035		
Breidablick	WA	47.8020382	-122.6493178		
Bremerton	WA	47.5673176	-122.6326391		
Brush Prairie	WA	45.7328944	-122.5464856		
Bryant	WA	48.23899	-122.1579229		
Buena	WA	46.4287397	-120.3133898		
Burbank	WA	46.1998568	-119.0130618		
Burley	WA	47.417874	-122.6309669		
Burlington	WA	48.4756621	-122.3254375		
Burton	WA	47.3889874	-122.4606824		
Camas	WA	45.5870631	-122.3995363		
Carrolls	WA	46.0715022	-122.8623306		
Carson	WA	45.7253947	-121.8192443		
Castle Rock	WA	46.2751111	-122.9076141		
Cathcart	WA	47.847876	-122.099294		
Central Valley	WA	47.6631504	-122.6498672		
Chase Mountain	WA	46.1123643	-117.8579819		
Chattaroy	WA	47.8896162	-117.3577177		
Chico	WA	47.6114829	-122.7104244		
Chinook	WA	46.2728802	-123.9454273		
Clarkston	WA	46.4162724	-117.0451581		
Clearview	WA	47.8337092	-122.1259606		
Clinton	WA	47.9784276	-122.3556962		
Colbert	WA	47.8265601	-117.3418832		
College Place	WA	46.0493026	-118.3883012		
Conway	WA	48.3403804	-122.3429343		
Copalis Crossing	WA	47.1078648	-124.069341		
Coulee City	WA	47.6112561	-119.2922499		
Country Homes	WA	47.7485023	-117.4043851		
Coupeville	WA	48.2198208	-122.6862804		
Cove	WA	47.4520423	-122.5079074		
Cunningham	WA	46.8220859	-118.8063872		
Custer	WA	48.917334	-122.6379502		
Dallesport	WA	45.6173426	-121.1795155		
Deer Park	WA	47.9543375	-117.476891		
Des Moines	WA	47.4017661	-122.3242902		
Dishman	WA	47.6568384	-117.2832644		
Dockton	WA	47.3717652	-122.4592932		
Donald	WA	46.4765167	-120.3967267		
Doty	WA	46.6345456	-123.2776442		
Dungeness	WA	48.1467597	-123.1232335		
Eagledale	WA	47.6142638	-122.5154108		
Eastgate	WA	47.572663	-122.145783		
Edgewood	WA	47.2501005	-122.293732		
Edmonds	WA	47.8106521	-122.3773552		
Edwall	WA	47.504602	-117.9510663		
Eglon	WA	47.8625948	-122.5145857		
Elberton	WA	46.9812808	-117.2212886		
Ellisport	WA	47.4203764	-122.4354046		
Elma	WA	47.0034291	-123.4087692		
Eltopia	WA	46.4587486	-119.0172292		
Ephrata	WA	47.3176385	-119.5536491		
Erlands Point	WA	47.5998165	-122.6929225		
Everett	WA	47.9789848	-122.2020794		
Fairview	WA	47.6214836	-122.6684775		
Ferndale	WA	48.8464992	-122.5910056		
Fife	WA	47.2392665	-122.3570664		
Frances	WA	46.5423258	-123.5048754		
Freeman	WA	47.5182301	-117.1957538		
Fruitvale	WA	46.6179041	-120.5531223		
Geneva	WA	48.7456654	-122.4018329		
Gig Harbor	WA	47.329264	-122.5801293		
Gilberton	WA	47.6389845	-122.6048625		
Gleed	WA	46.6581812	-120.6134021		
Glendale	WA	47.9395392	-122.3584722		
Gorst	WA	47.5253721	-122.704863		
Grand Coulee	WA	47.9415408	-119.0033548		
Grandview	WA	46.2509653	-119.9017049		
Hansville	WA	47.9187044	-122.5543141		
Harper	WA	47.5206529	-122.5195759		
Harrah	WA	46.4042937	-120.5442304		
Hartline	WA	47.6904251	-119.1083534		
Hatton	WA	46.7759744	-118.8263881		
Hay	WA	46.6787631	-117.9157735		
Hayford	WA	47.6062783	-117.5638249		
Hazelwood	WA	47.550933	-122.191511		
Home	WA	47.274818	-122.7637451		
Hoquiam	WA	46.9809247	-123.8893348		
Houghton	WA	47.6609322	-122.2059572		
Hunters	WA	48.1168314	-118.2019313		
Huntsville	WA	46.2870844	-118.1071708		
Island View	WA	46.2393015	-119.2233487		
Issaquah	WA	47.5301011	-122.0326191		
Johnson	WA	46.6315516	-117.1379449		
Juanita	WA	47.7031541	-122.2070689		
Kalama	WA	46.0084472	-122.8445509		
Kelso	WA	46.146779	-122.9084445		
Kenmore	WA	47.7573202	-122.2440148		
Kennard Corner	WA	47.8200975	-122.2076282		
Kennewick	WA	46.2112458	-119.1372338		
Kennydale	WA	47.5206552	-122.2067887		
Kingston	WA	47.7987072	-122.4981921		
Kirkland	WA	47.6814876	-122.2087353		
La Center	WA	45.8623367	-122.6703785		
Lacey	WA	47.0342629	-122.8231915		
Lake City	WA	47.148709	-122.5512367		
Lake Forest Park	WA	47.7567644	-122.2809602		
Lake Hills	WA	47.6134331	-122.1215109		
Lakeview	WA	47.159265	-122.4981794		
Lakewood	WA	47.1717649	-122.518458		
Langley	WA	48.0400945	-122.406257		
Latah	WA	47.2815642	-117.155461		
Lebam	WA	46.5589919	-123.5490433		
Lexington	WA	46.1873343	-122.9053898		
Lind	WA	46.9720892	-118.6152653		
Littlerock	WA	46.9017652	-123.0179182		
Long Beach	WA	46.3523219	-124.0543234		
Lyle	WA	45.695954	-121.2861833		
Lynnwood	WA	47.8209301	-122.3151313		
Mabton	WA	46.2148535	-119.9967079		
Maltby	WA	47.8050984	-122.1131816		
Manchester	WA	47.5559302	-122.5448558		
Maplewood	WA	47.4681558	-122.1628982		
Marietta	WA	48.7870531	-122.5804513		
Marysville	WA	48.0517637	-122.1770818		
Maxwelton	WA	47.9373164	-122.4443087		
McKenna	WA	46.9348213	-122.5565117		
McMillin	WA	47.1398236	-122.2365063		
McMurray	WA	48.3162135	-122.2354291		
Mead	WA	47.7673923	-117.354939		
Meadowdale	WA	47.852874	-122.3334669		
Medina	WA	47.6209323	-122.2276237		
Menlo	WA	46.6214902	-123.647102		
Mesa	WA	46.5762498	-119.0066733		
Midland	WA	47.1670439	-122.4048441		
Milan	WA	47.9668399	-117.3316058		
Miles	WA	47.9107147	-118.2924867		
Milton	WA	47.2481558	-122.312899		
Minnehaha	WA	45.6590058	-122.6487084		
Mission Beach	WA	48.0487069	-122.2729188		
Moclips	WA	47.2361952	-124.2129577		
Moses Lake	WA	47.1301417	-119.2780771		
Mount Vernon	WA	48.421216	-122.3340474		
Mountlake Terrace	WA	47.7881528	-122.3087405		
Moxee City	WA	46.5537388	-120.3831161		
Mukilteo	WA	47.9445396	-122.3045815		
Naches	WA	46.730958	-120.699516		
Naselle	WA	46.3653817	-123.8107056		
Navy Yard City	WA	47.5534282	-122.6645847		
Neah Bay	WA	48.3681223	-124.6249602		
Nespelem	WA	48.1671004	-118.9747476		
Newcastle	WA	47.5389889	-122.1556769		
Newport	WA	48.1796277	-117.0432583		
North City	WA	47.7556532	-122.3134613		
North Puyallup	WA	47.2067673	-122.282342		
Oak Harbor	WA	48.2931559	-122.6432245		
Ocean City	WA	47.0709194	-124.1660091		
Ocean Park	WA	46.4914875	-124.0501628		
Olalla	WA	47.429264	-122.545686		
Olympic View	WA	47.6939823	-122.7404324		
Opportunity	WA	47.6573949	-117.2399296		
Orcas	WA	48.5978797	-122.9446258		
Orchard Heights	WA	47.5303739	-122.5990246		
Oregon Butte	WA	46.1104235	-117.6790797		
Orting	WA	47.0978795	-122.2042824		
Ostrander	WA	46.1926122	-122.8920562		
Oysterville	WA	46.5489871	-124.0282197		
Pacific	WA	47.2645452	-122.2501201		
Pacific Beach	WA	47.2089734	-124.2032347		
Parker	WA	46.5009605	-120.4653406		
Parkland	WA	47.1553769	-122.4340113		
Pataha	WA	46.4732085	-117.5365741		
Pine City	WA	47.2023914	-117.5243616		
Plaza	WA	47.3201717	-117.3838047		
Pomeroy	WA	46.4748738	-117.6026896		
Port Gamble	WA	47.8542606	-122.5837581		
Port Ludlow	WA	47.9253693	-122.6834913		
Port Madison	WA	47.7025967	-122.5243022		
Port Orchard	WA	47.5403732	-122.6362492		
Possession	WA	47.917595	-122.3762495		
Prosser	WA	46.2067997	-119.7689222		
Purdy	WA	47.3889853	-122.6254103		
Redondo	WA	47.348433	-122.3234561		
Renton	WA	47.4828776	-122.2170661		
Richmond Beach	WA	47.7695415	-122.3901313		
Richmond Highlands	WA	47.7612086	-122.3462405		
Ridgefield	WA	45.815115	-122.7426009		
Ritzville	WA	47.1273723	-118.3799751		
Riverton Heights	WA	47.4689882	-122.3015126		
Rochester	WA	46.8217664	-123.0962516		
Rosario	WA	48.6487148	-122.876016		
Rosedale	WA	47.3314854	-122.652354		
Roy	WA	47.0042643	-122.539846		
Ruff	WA	47.1695886	-118.9983411		
Ruston	WA	47.299265	-122.5081818		
Ryderwood	WA	46.3764967	-123.0437326		
Seahurst	WA	47.4692655	-122.3620699		
Seattle	WA	47.6062095	-122.3320708		
Seattle Heights	WA	47.8103747	-122.32402		
Sedro-Woolley	WA	48.50389	-122.23611		
Selah	WA	46.6540153	-120.5300666		
Silverdale	WA	47.6445386	-122.6948697		
Similk Beach	WA	48.4478816	-122.5779469		
Sooes Peak	WA	48.28479	-124.5910677		
Spanaway	WA	47.103988	-122.4345661		
Spangle	WA	47.4273936	-117.3801986		
Spokane	WA	47.6587803	-117.4260466		
Mount Spokane	WA	47.9212881	-117.114094		
Stanwood	WA	48.2412107	-122.3707103		
Lake Stevens	WA	48.015098	-122.0637425		
Sumas	WA	49.0001217	-122.2648752		
Sumner	WA	47.2031566	-122.2403966		
Sunnydale	WA	47.4631546	-122.3337357		
Sunnyslope	WA	47.5045384	-122.7290294		
Sunset Beach	WA	47.2181533	-122.5726268		
Tacoma	WA	47.2528769	-122.4442906		
Tenino	WA	46.8567663	-122.8529094		
Thomas	WA	47.3537115	-122.2290094		
Tillicum	WA	47.1234311	-122.5570699		
Tokeland	WA	46.7064856	-123.9818347		
Toledo	WA	46.4398305	-122.846783		
Toppenish	WA	46.3773509	-120.3086667		
Tracyton	WA	47.6089838	-122.6551426		
Trentwood	WA	47.6965622	-117.2107634		
Tulalip	WA	48.0684294	-122.2918095		
Tumwater	WA	47.0073187	-122.9093063		
Turner Corner	WA	47.8045426	-122.1434599		
Tyler	WA	47.4359956	-117.7835498		
Union Gap	WA	46.5573492	-120.4750638		
University Place	WA	47.2356536	-122.5504041		
Vader	WA	46.4026081	-122.9603966		
Vashon	WA	47.4473205	-122.4598502		
Vaughn	WA	47.3442617	-122.7631918		
Venice	WA	47.6670404	-122.5798616		
Virginia	WA	47.7073171	-122.6373682		
Waitsburg	WA	46.2704176	-118.1532861		
Walla Walla	WA	46.0645809	-118.3430209		
Wallula	WA	46.0854121	-118.9052776		
Wapato	WA	46.4476278	-120.4203382		
Warden	WA	46.9676426	-119.0397305		
Warm Beach	WA	48.1706535	-122.3645953		
Wautauga Beach	WA	47.5862078	-122.5481901		
Waverly	WA	47.342674	-117.2279679		
Wellpinit	WA	47.8879399	-117.9880253		
West Richland	WA	46.3043015	-119.3614092		
White Center	WA	47.5173209	-122.3548482		
White Salmon	WA	45.7276194	-121.4864619		
Wilson Creek	WA	47.4232005	-119.1208498		
Bainbridge Island	WA	47.6262081	-122.5212448		
Withrow	WA	47.7048611	-119.8086656		
Woodland	WA	45.9045591	-122.7439912		
Woodmont Beach	WA	47.3614887	-122.312067		
Yelm	WA	46.9420431	-122.6059582		
Zenith	WA	47.3864884	-122.3231788		
Zillah	WA	46.4020734	-120.2619988		
Bayview	WA	47.2795418	-122.6056843		
Belmont	WA	47.08795	-117.1623995		
Cavalero Corner	WA	47.9781523	-122.1348549		
Columbia National Wildlife Refuge	WA	46.8512489	-119.5366966		
Eastsound	WA	48.696771	-122.9054625		
Lakebay	WA	47.2570403	-122.7584663		
Nisqually	WA	47.0564855	-122.7012417		
Palouse River	WA	46.5898667	-118.2152421		
Potholes Reservoir	WA	46.9823638	-119.2911316		
San de Fuca	WA	48.2350991	-122.7232274		
Island County	WA	48.1331513	-122.5846041		
Columbia County	WA	46.299864	-117.9343772		
Pacific County	WA	46.5664905	-123.7179352		
Wahkiakum County	WA	46.2831646	-123.4345775		
Benton County	WA	46.2665231	-119.4844685		
Dry Creek	WA	46.0512459	-118.5933142		
Pasco	WA	46.2395793	-119.1005657		
Richland	WA	46.2856907	-119.2844621		
Touchet River	WA	46.0337455	-118.6830416		
Walla Walla River	WA	46.057634	-118.911111		
Lake Wallula	WA	45.9365215	-119.2977943		
Chief Joseph Dam	WA	47.9951446	-119.6403287		
Newman Lake	WA	47.7682324	-117.0777038		
O'Sullivan Dam	WA	46.9823638	-119.2911316		
Priest Rapids Dam	WA	46.6431876	-119.9094884		
Banks Lake	WA	47.6198671	-119.3075286		
Grand Coulee Dam	WA	47.9559857	-118.9805765		
Horse Heaven Hills	WA	46.0001275	-120.4428333		
Lincoln County	WA	47.5498735	-118.4844318		
Clayton	WA	47.9957261	-117.5593952		
Acme	WA	48.7170574	-122.2051584		
Mount Adams	WA	46.202621	-121.4906384		
Addy	WA	48.3560098	-117.8374738		
Admiralty Inlet	WA	47.9498144	-122.6012636		
Aeneas	WA	48.5473813	-118.9786447		
Ahtanum Ridge	WA	46.5070682	-120.8156274		
Alder	WA	46.8003829	-122.2901126		
Alder Lake	WA	46.8014937	-122.3103909		
Allyn	WA	47.3856501	-122.8276415		
Amanda Park	WA	47.4631419	-123.8860114		
Amboy	WA	45.9101125	-122.446487		
American Ridge	WA	46.9037246	-121.3248093		
Mount Anderson	WA	47.7212009	-123.3315617		
Ardenvoir	WA	47.7373499	-120.3689741		
Arlington	WA	48.1987118	-122.1251418		
Ashford	WA	46.7584413	-122.0309409		
Azwell	WA	47.937085	-119.8764526		
Bacon Peak	WA	48.6637326	-121.5204127		
Baker Lake	WA	48.7290106	-121.6290286		
Mount Baker	WA	48.7773426	-121.8132008		
Bare Mountain	WA	45.9101138	-122.0700873		
Baring	WA	47.7731614	-121.485382		
Bayne	WA	47.295102	-121.909555		
Bead Lake Peak	WA	48.301575	-117.0671513		
Belfair	WA	47.4506495	-122.8273657		
Black Diamond	WA	47.3087121	-122.0031691		
Blanchard	WA	48.5934411	-122.4165538		
Blue Mountain	WA	47.9548135	-123.2590677		
Blyn	WA	48.022313	-123.0060075		
Boise	WA	47.1803795	-122.0156674		
Bolton Peninsula	WA	47.803703	-122.8343295		
Bonanza Peak	WA	48.2379074	-120.866212		
Mount Bonaparte	WA	48.7851628	-119.1222684		
Bow	WA	48.5617742	-122.3982194		
Brewster	WA	48.0959784	-119.7806166		
Brinnon	WA	47.679259	-122.8982142		
Buck Mountain	WA	48.4362591	-119.8220123		
Mount Buckindy	WA	48.3523406	-121.2073334		
Buckley	WA	47.1631573	-122.0267787		
Mount Bullen	WA	48.19594	-121.6990163		
Bumping Lake	WA	46.8731693	-121.3011973		
Bumping River	WA	46.9884509	-121.093972		
Calispell Peak	WA	48.4368497	-117.5024585		
Cape Disappointment	WA	46.2898224	-124.0604319		
Carbon River	WA	47.1306569	-122.2328949		
Carbonado	WA	47.0798248	-122.0515005		
Carlisle	WA	47.1548085	-124.0985091		
Carlton	WA	48.2482001	-120.1161905		
Mount Carrie	WA	47.8942548	-123.6490786		
Cashmere	WA	47.5223465	-120.4698024		
Cashmere Mountain	WA	47.5587294	-120.8470346		
Cedar Falls	WA	47.4253806	-121.7767759		
Cedar River	WA	47.5006553	-122.216233		
Mount Challenger	WA	48.8356826	-121.342354		
Lake Chaplain	WA	47.9448234	-121.8312341		
Chelan Falls	WA	47.8015252	-119.9859009		
Chelan Mountains	WA	48.0829109	-120.582318		
Chesaw	WA	48.9460104	-119.0514316		
Chester Morse Lake	WA	47.4098261	-121.7262179		
Chewelah	WA	48.276287	-117.7155208		
Chimacum	WA	48.0109233	-122.7687771		
Chinook Pass	WA	46.8720557	-121.5156452		
Chiwaukum Mountains	WA	47.7395598	-120.9087075		
Chopaka Mountain	WA	48.957377	-119.7850808		
Clallam Bay	WA	48.2545226	-124.2596613		
Cle Elum	WA	47.1953976	-120.939249		
Cle Elum Lake	WA	47.2448397	-121.0745311		
Clearwater River	WA	47.5461925	-124.2918565		
Cleman Mountain	WA	46.8198444	-120.8492423		
Cliffdell	WA	46.9462292	-121.0689708		
Columbia Hills	WA	45.7401239	-120.7858958		
Colville	WA	48.5465695	-117.905537		
Colville River	WA	48.572956	-118.106658		
Comet Falls	WA	46.7959417	-121.7800961		
Conconully	WA	48.557371	-119.7497894		
Concrete	WA	48.5392813	-121.7462513		
Mount Constance	WA	47.7725908	-123.1273912		
Copper Butte	WA	48.7023931	-118.4652917		
Cordell	WA	48.8665489	-119.4120068		
Cougar	WA	46.0514993	-122.2995413		
Cowlitz River	WA	46.0978906	-122.9112213		
Lake Crescent	WA	48.0589758	-123.8149216		
Cultus Mountains	WA	48.42094	-122.115705		
Cumberland	WA	47.2828796	-121.9270553		
Curlew	WA	48.8854493	-118.5994714		
Lake Cushman	WA	47.4214805	-123.2229365		
Cusick	WA	48.3374055	-117.2971655		
Daisy	WA	48.3612832	-118.1599909		
Mount Daniel	WA	47.5626131	-121.1720401		
Danville	WA	48.9923978	-118.5080824		
Darrington	WA	48.2553867	-121.6015142		
Mount Deception	WA	47.8131462	-123.2335065		
Deming	WA	48.8256718	-122.21599		
Diablo	WA	48.7134615	-121.141233		
Disautel	WA	48.3604327	-119.2372606		
Douglas	WA	47.6212432	-120.0047852		
Dungeness National Wildlife Refuge	WA	48.1659265	-123.1493455		
East Wenatchee	WA	47.4156824	-120.2931263		
Easton	WA	47.23706	-121.1789787		
Eatonville	WA	46.8673263	-122.266502		
Elbe	WA	46.7648288	-122.1937212		
Eldon	WA	47.5453703	-123.0459903		
Ellensburg	WA	46.9965144	-120.5478474		
Entiat Mountains	WA	47.7726244	-120.544813		
Enumclaw	WA	47.2042681	-121.9915003		
Evans	WA	48.7135159	-118.0252655		
Fidalgo Island	WA	48.3737138	-122.514609		
Forks	WA	47.950355	-124.3854867		
Fortress Mountain	WA	48.1592914	-120.9339899		
Georgetown	WA	47.3576014	-121.973725		
Gifford	WA	48.306282	-118.1463778		
Gillette Mountain	WA	48.6887959	-117.8149828		
Glacier	WA	48.8901226	-121.9457016		
Glacier Peak	WA	48.1112273	-121.1139922		
Glenoma	WA	46.5145545	-122.1600994		
Glenwood	WA	46.0187336	-121.2906329		
Goat Mountain	WA	47.4851155	-121.0731476		
Goat Rocks	WA	46.4912275	-121.41786		
Goose Prairie	WA	46.8951142	-121.2670304		
Granite Falls	WA	48.0839895	-121.968742		
Grass Mountain	WA	47.1998265	-121.7564933		
Green River	WA	47.4742662	-122.2515112		
Grisdale	WA	47.3570337	-123.6123909		
Grotto	WA	47.7362179	-121.4234359		
Port Hadlock	WA	48.0317574	-122.7582219		
Haley Mountain	WA	48.8729467	-119.2850528		
Hall Mountain	WA	48.8065884	-117.2569068		
Hidden Lake Peaks	WA	48.5004011	-121.1973389		
High Point	WA	47.5331569	-121.9784512		
High Rock	WA	47.8128772	-121.982624		
Hobart	WA	47.4217682	-121.972893		
Holly	WA	47.5575929	-122.9784885		
Hood Canal	WA	47.5642594	-122.996823		
Hoodsport	WA	47.4059259	-123.1393227		
Howard A Hanson Reservoir	WA	47.2776034	-121.7867735		
Huckleberry Range	WA	48.4743436	-118.0541534		
Husum	WA	45.7992866	-121.4870189		
Hyak	WA	47.3928903	-121.392872		
Icicle Ridge	WA	47.611786	-120.7803684		
Ilwaco	WA	46.3089891	-124.0432099		
Index	WA	47.8206605	-121.5551086		
Ione	WA	48.7410261	-117.4171886		
Iron Mountain	WA	48.4784435	-121.9432007		
Joyce	WA	48.136477	-123.7340865		
Mount Jupiter	WA	47.7050913	-123.06072		
Kachess Lake	WA	47.2642817	-121.2059243		
Kalaloch	WA	47.6045242	-124.3724164		
Kanaskat	WA	47.3203799	-121.8937218		
Kangley	WA	47.3617688	-121.8801111		
Kapowsin	WA	46.9856579	-122.2256697		
Kiona Peak	WA	46.5667769	-122.0175977		
Kittitas Valley	WA	47.0395695	-120.5714598		
Klickitat	WA	45.8170668	-121.1525716		
Klickitat River	WA	45.6965096	-121.2914612		
Klondike Mountain	WA	48.6871085	-118.704472		
Kosmos (historical)	WA	46.4978879	-122.1878774		
La Grande	WA	46.8342707	-122.318725		
Mount Lago	WA	48.8293055	-120.5370507		
Laurel	WA	45.9440106	-121.3800777		
Laurier	WA	48.9987931	-118.2241779		
Leadpoint	WA	48.9093598	-117.5874743		
Leavenworth	WA	47.5962326	-120.6614765		
Leland	WA	47.8917575	-122.8865556		
Lester	WA	47.2092775	-121.4939831		
Lewis River	WA	45.8512258	-122.7803802		
Liberty	WA	47.2537337	-120.6653549		
Lilliwaup	WA	47.4634257	-123.1143231		
Little Huckleberry Mountain	WA	45.885395	-121.7042451		
Mount Logan	WA	48.5367964	-120.9520563		
Longmire	WA	46.7498311	-121.8125968		
Loomis	WA	48.820985	-119.6334057		
Loon Lake	WA	48.0443378	-117.6221767		
Lost Creek	WA	48.6093569	-117.363569		
Lucerne	WA	48.2023587	-120.5912076		
Lyman	WA	48.5270545	-122.0618174		
Lyman Hill	WA	48.5831661	-122.1465435		
Malo	WA	48.8015577	-118.6069689		
Malott	WA	48.2826495	-119.7067271		
Manson	WA	47.8848573	-120.1584115		
Maple Falls	WA	48.9242888	-122.077093		
Marble	WA	48.8490759	-117.9016542		
Marblemount	WA	48.527619	-121.4495729		
Maryhill	WA	45.6870683	-120.8136737		
Matlock	WA	47.2378698	-123.407938		
Mazama	WA	48.5920867	-120.4039844		
McCoy Peak	WA	46.330114	-121.8242541		
Merritt	WA	47.7809512	-120.8431515		
Lake Merwin	WA	45.9567787	-122.555101		
Metaline	WA	48.8504748	-117.3908003		
Metaline Falls	WA	48.8638091	-117.3724667		
Methow	WA	48.1301428	-120.0036848		
Methow River	WA	48.0504202	-119.8953447		
Mineral	WA	46.7170518	-122.1809417		
Miners Ridge	WA	48.2123459	-121.0106581		
Molson	WA	48.9810156	-119.2006021		
Molybdenite Mountain	WA	48.7102778	-117.2863889		
Monitor	WA	47.4867916	-120.4181327		
Monroe	WA	47.8553772	-121.9709579		
Monse	WA	48.1412584	-119.6778339		
